rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
Parameter must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';746;0;746;0.05;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Single-line Javadoc comment should be multi-line.;745;0;745;0.05;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'METHOD_DEF' should be separated from previous statement.;745;0;745;0.05;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant <p> tag.;746;0;746;0.05;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;1491;899;592;0.1;0.9959758551307848;0.0005195148687065364;0.9957730812013349;0.0006674082313681828;0.9975486210593851;0.0004446915695189223;0.996659924284554;0.0004313708069972939
'package' should be separated from previous statement.;1492;1;1491;0.1;0.9991286863270776;0.0003071431430935806;0.0;0.0;0.0;0.0;0.0;0.0
'{' should be on the previous line;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
First sentence of Javadoc is incomplete (period is missing) or not present.;1491;4;1487;0.1;0.9967136150234742;0.0002012072434607437;0.5;0.0;0.41000000000000003;0.029999999999999992;0.45000000000000007;0.01666666666666666
Line contains a tab character.;1491;895;596;0.1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Incorrect indentation level;1491;486;1005;0.1;0.9805499664654593;0.001587144140335237;0.9775720164609053;0.002674897119341577;0.9633042649993016;0.0027402287043111523;0.9703841459582003;0.0024154974330236893
<p> tag should be placed immediately before the first word, with no space after.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
<p> tag should be preceded with an empty line.;1491;21;1470;0.1;0.9998658618376929;0.00026827632461436937;1.0;0.0;0.990909090909091;0.018181818181818164;0.9953488372093023;0.009302325581395321
'}' should be on the same line as the next part of a multi-block statement;1491;13;1478;0.1;0.9918846411804159;0.0005571176299743709;0.5384615384615383;0.034401045807689073;0.5353479853479853;0.03306659771746522;0.5363532763532763;0.029024916181943323
Wrong lexicographical order for import;1491;1;1490;0.1;0.9993293091884642;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Line is longer than 100 characters;1492;52;1440;0.1;0.9810991957104557;0.0015517207644490938;0.8038461538461539;0.03418536314352148;0.6987597933055808;0.01583820922654081;0.7475159613608613;0.023211033393807947
Missing a Javadoc comment.;1491;1;1490;0.1;0.9993293091884642;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Abbreviation in name must contain no more than '2' consecutive capital letters;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Member name must match pattern '^[a-z][a-z0-9][a-zA-Z0-9]*$';1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clause should have a non-empty description.;1492;1;1491;0.1;0.9986595174262736;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not followed by whitespace;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'(' is followed by whitespace.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
')' is preceded with whitespace.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"switch without ""default"" clause.";1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not preceded by whitespace;1492;1;1491;0.1;0.9993297587131368;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Symbol should be on a new line;1491;5;1486;0.1;0.999664654594232;0.0003353454057679617;0.96;0.07999999999999999;0.95;0.07637626158259732;0.9505050505050505;0.049987244572358064
Overload methods should not be split;1491;1;1490;0.1;0.9983903420523139;0.0005365526492287192;0.0;0.0;0.0;0.0;0.0;0.0
Empty line should be followed by <p> tag on the next line.;1491;1;1490;0.1;0.9988598256203891;0.00030734914117742213;0.0;0.0;0.0;0.0;0.0;0.0
Top-level class BookmarkStack has to reside in its own source file.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'static' modifier out of order with the JLS suggestions.;1492;1;1491;0.1;0.998994638069705;0.0003351206434316633;0.0;0.0;0.0;0.0;0.0;0.0
Empty catch block.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'CTOR_DEF' should be separated from previous statement.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Distance between variable declaration and its first usage is more than '3';1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Javadoc comment has parse error.;1491;1;1490;0.1;0.9991281019450033;0.00030734914117742213;0.0;0.0;0.0;0.0;0.0;0.0
GenericWhitespace '>' is followed by whitespace.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Local variable name must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Each variable declaration must be in its own statement.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Catch parameter name 'eMissingResource' must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clauses have to appear in the order '[@param, @return, @throws, @deprecated]'.;1492;1;1491;0.1;0.9989276139410188;0.00032834983147230336;0.0;0.0;0.0;0.0;0.0;0.0
Parameter must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';1491;0;1491;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Single-line Javadoc comment should be multi-line.;1491;1;1490;0.1;0.9991951710261568;0.00026827632461432497;0.0;0.0;0.0;0.0;0.0;0.0
'METHOD_DEF' should be separated from previous statement.;1491;1;1490;0.1;0.9993293091884642;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Redundant <p> tag.;1492;1;1491;0.1;0.9993297587131368;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;2981;1798;1183;0.2;0.997651794699765;0.0003674757178833561;0.9983314794215795;0.0;0.9977769123788471;0.0006073965673085382;0.9980540263875121;0.0003039092362475416
'package' should be separated from previous statement.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'{' should be on the previous line;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
First sentence of Javadoc is incomplete (period is missing) or not present.;2982;8;2974;0.2;0.998558014755198;0.00015367457058873652;0.75;0.0;0.725;0.03818813079129868;0.736764705882353;0.020217245713040448
Line contains a tab character.;2981;1790;1191;0.2;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Incorrect indentation level;2981;972;2009;0.2;0.9884267024488427;0.0007831343528969465;0.9865226337448559;0.0019219693099042539;0.9781728953268104;0.0016174819760353296;0.9823282807979371;0.001199464436447342
<p> tag should be placed immediately before the first word, with no space after.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
<p> tag should be preceded with an empty line.;2981;41;2940;0.2;0.9985575310298558;0.00033713101714598245;0.9463414634146343;0.01825198725255578;0.9487601626016261;0.0127279487822925;0.9474515949978775;0.012427551927738768
'}' should be on the same line as the next part of a multi-block statement;2981;25;2956;0.2;0.9963770546796378;0.00041898678285130905;0.72;0.02529822128134702;0.8270666290231509;0.03832600687397192;0.7693614451639428;0.02511371397056421
Wrong lexicographical order for import;2981;2;2979;0.2;0.999060717879906;0.0002924454172117522;0.0;0.0;0.0;0.0;0.0;0.0
Line is longer than 100 characters;2982;103;2879;0.2;0.9842387659289068;0.000734704973179297;0.7990291262135922;0.015684946040197576;0.7580020089324668;0.0124314661744004;0.7778609840009122;0.010545271860896828
Missing a Javadoc comment.;2980;0;2980;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Abbreviation in name must contain no more than '2' consecutive capital letters;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Member name must match pattern '^[a-z][a-z0-9][a-zA-Z0-9]*$';2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clause should have a non-empty description.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not followed by whitespace;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'(' is followed by whitespace.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
')' is preceded with whitespace.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"switch without ""default"" clause.";2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not preceded by whitespace;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Symbol should be on a new line;2981;10;2971;0.2;0.9967125125796713;0.0005963230068645148;0.51;0.08306623862918074;0.5185137085137084;0.08063060416843629;0.5101214042235714;0.07112337924766562
Overload methods should not be split;2980;0;2980;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Empty line should be followed by <p> tag on the next line.;2981;1;2980;0.2;0.9996645420999665;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Top-level class BookmarkStack has to reside in its own source file.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'static' modifier out of order with the JLS suggestions.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Empty catch block.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'CTOR_DEF' should be separated from previous statement.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Distance between variable declaration and its first usage is more than '3';2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Javadoc comment has parse error.;2981;1;2980;0.2;0.9992619926199262;0.00013418316001341247;0.0;0.0;0.0;0.0;0.0;0.0
GenericWhitespace '>' is followed by whitespace.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Local variable name must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Each variable declaration must be in its own statement.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Catch parameter name 'eMissingResource' must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clauses have to appear in the order '[@param, @return, @throws, @deprecated]'.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Parameter must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Single-line Javadoc comment should be multi-line.;2981;1;2980;0.2;0.999530358939953;0.00016434013705354385;0.0;0.0;0.0;0.0;0.0;0.0
'METHOD_DEF' should be separated from previous statement.;2981;1;2980;0.2;0.9991613552499162;0.00016772895001676558;0.0;0.0;0.0;0.0;0.0;0.0
Redundant <p> tag.;2981;0;2981;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;4968;2997;1971;0.3;0.9976650563607086;0.00016103059581320522;0.9983316649983317;0.0;0.9977990438588863;0.00026614407357961306;0.9980652656158568;0.00013315803899926844
'package' should be separated from previous statement.;4968;1;4967;0.3;0.999597423510467;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'{' should be on the previous line;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
First sentence of Javadoc is incomplete (period is missing) or not present.;4968;12;4956;0.3;0.9992753623188406;9.86106981796775e-05;0.8666666666666668;0.04082482904638627;0.8384615384615385;0.006280742930213255;0.852;0.022861904265976257
Line contains a tab character.;4968;2983;1985;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Incorrect indentation level;4968;1619;3349;0.3;0.9893518518518519;0.0006135165319697359;0.9869672637430513;0.0011538938661068367;0.9804897381537714;0.0015385159687902712;0.9837168378491763;0.0009329589465879053
<p> tag should be placed immediately before the first word, with no space after.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
<p> tag should be preceded with an empty line.;4968;68;4900;0.3;0.998792270531401;0.00027005651902171495;0.9588235294117646;0.014408763192842233;0.9535912016696425;0.017006889533570168;0.956035662570919;0.009655221138036896
'}' should be on the same line as the next part of a multi-block statement;4968;42;4926;0.3;0.9963164251207729;0.0003124833876058795;0.8285714285714285;0.014285714285714278;0.759246209471808;0.027847988378086542;0.7920187216879683;0.014575086101184494
Wrong lexicographical order for import;4968;4;4964;0.3;0.9983896940418682;2.220446049250313e-16;0.0;0.0;0.0;0.0;0.0;0.0
Line is longer than 100 characters;4968;171;4797;0.3;0.9862922705314009;0.0005581893970958981;0.8345029239766081;0.015260805088537893;0.781965154810061;0.007470349080388134;0.8073060309945751;0.008848424208094651
Missing a Javadoc comment.;4968;1;4967;0.3;0.9997987117552334;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Abbreviation in name must contain no more than '2' consecutive capital letters;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Member name must match pattern '^[a-z][a-z0-9][a-zA-Z0-9]*$';4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clause should have a non-empty description.;4968;1;4967;0.3;0.9997181964573268;0.00018448372362946298;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not followed by whitespace;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'(' is followed by whitespace.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
')' is preceded with whitespace.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"switch without ""default"" clause.";4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not preceded by whitespace;4968;1;4967;0.3;0.9997987117552334;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Symbol should be on a new line;4968;17;4951;0.3;0.9982890499194846;0.00018557859213552593;0.7529411764705882;0.023529411764705844;0.7499183006535948;0.03643864121892912;0.7509752992105934;0.024412284507328488
Overload methods should not be split;4968;1;4967;0.3;0.9995169082125605;9.861069817967749e-05;0.0;0.0;0.0;0.0;0.0;0.0
Empty line should be followed by <p> tag on the next line.;4968;1;4967;0.3;0.9996578099838969;9.224186181473149e-05;0.0;0.0;0.0;0.0;0.0;0.0
Top-level class BookmarkStack has to reside in its own source file.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'static' modifier out of order with the JLS suggestions.;4968;1;4967;0.3;0.9997987117552334;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Empty catch block.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'CTOR_DEF' should be separated from previous statement.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Distance between variable declaration and its first usage is more than '3';4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Javadoc comment has parse error.;4968;1;4967;0.3;0.9997987117552334;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
GenericWhitespace '>' is followed by whitespace.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Local variable name must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Each variable declaration must be in its own statement.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Catch parameter name 'eMissingResource' must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clauses have to appear in the order '[@param, @return, @throws, @deprecated]'.;4968;1;4967;0.3;0.9992753623188404;0.00013351951651994424;0.0;0.0;0.0;0.0;0.0;0.0
Parameter must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';4968;0;4968;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Single-line Javadoc comment should be multi-line.;4968;2;4966;0.3;0.999416264090177;6.038647342995196e-05;0.0;0.0;0.0;0.0;0.0;0.0
'METHOD_DEF' should be separated from previous statement.;4968;2;4966;0.3;0.9999597423510467;8.051529790660262e-05;1.0;0.0;0.9333333333333332;0.13333333333333336;0.96;0.07999999999999999
Redundant <p> tag.;4968;1;4967;0.3;0.9997987117552334;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Any;7451;4495;2956;0.4;0.9980405314722857;0.00010736813850491799;0.9984427141268076;1.1102230246251565e-16;0.9983094897519937;0.00017766133262439598;0.9983760895904542;8.883992246524949e-05
'package' should be separated from previous statement.;7452;1;7451;0.4;0.9997316156736445;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
'{' should be on the previous line;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
First sentence of Javadoc is incomplete (period is missing) or not present.;7451;18;7433;0.4;0.9992752650650919;6.574928849235117e-05;0.8222222222222222;0.022222222222222233;0.871078431372549;0.019086198366599767;0.8456582633053221;0.01440331667471417
Line contains a tab character.;7451;4474;2977;0.4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Incorrect indentation level;7452;2429;5023;0.4;0.9904589371980675;0.00033115841865950405;0.9864965006175381;0.0006587072869493685;0.984268316870945;0.0007247194195252502;0.9853809225916118;0.0005065890830053826
<p> tag should be placed immediately before the first word, with no space after.;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
<p> tag should be preceded with an empty line.;7451;101;7350;0.4;0.9989128975976378;0.00011148334267775072;0.9415841584158414;0.008224380062295087;0.9774123121601029;0.0039390257869613395;0.9591382312784248;0.004324304599747044
'}' should be on the same line as the next part of a multi-block statement;7452;63;7389;0.4;0.9976516371443906;0.00016158876246366545;0.8492063492063492;0.014634197551258553;0.8700950838736425;0.012494358593185768;0.8594176549144807;0.009757854007081552
Wrong lexicographical order for import;7451;5;7446;0.4;0.9986176352167494;0.00019951776603566615;0.0;0.0;0.0;0.0;0.0;0.0
Line is longer than 100 characters;7452;256;7196;0.4;0.9901234567901234;0.00027631857597925513;0.85390625;0.008593749999999999;0.8579496275191036;0.003864465577934119;0.8558949404385119;0.004537585200069141
Missing a Javadoc comment.;7451;1;7450;0.4;0.9997315796537377;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Abbreviation in name must contain no more than '2' consecutive capital letters;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Member name must match pattern '^[a-z][a-z0-9][a-zA-Z0-9]*$';7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clause should have a non-empty description.;7452;1;7451;0.4;0.9997047772410091;0.00013148093090623665;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not followed by whitespace;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'(' is followed by whitespace.;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
')' is preceded with whitespace.;7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"switch without ""default"" clause.";7451;0;7451;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not preceded by whitespace;7452;1;7451;0.4;0.9998658078368224;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
